RotaID,Origem,Destino,Distancia,TempoEstimado,RestricoesTrafego
2296,Robertstad,Hernandezberg,985.0,03:00:00,Network believe Congress thought.
2297,Smithview,Lake Diana,413.0,01:00:00,Direction they baby the evidence their image.
2298,Whiteborough,Lake Juan,374.16,02:00:00,Evidence tough left record decade establish.
2299,Port Christine,Fletcherfort,252.2,01:00:00,Side cup suggest central.
2300,Montgomeryshire,Michaelfort,358.42,02:00:00,Mr budget themselves accept evidence.
2301,Dixonchester,West Kyleville,734.21,01:00:00,Hand history discover someone success.
2302,West Sarahburgh,Darleneland,908.15,02:00:00,Truth into course speak cover expert once.
2303,Watersfort,Peckside,357.93,04:00:00,Ten than foot professor environmental nature drive.
2304,Robinsonbury,Warrentown,663.62,05:00:00,Red six the serve president.
2305,Ginatown,Muellerchester,381.64,01:00:00,Itself language foreign institution quite drop back.
2306,Kevinborough,Port Benjamin,710.54,03:00:00,Impact conference boy second could himself.
2307,Byrdstad,Gregoryberg,793.82,04:00:00,Return should and learn there recent.
2308,New Roberto,Lake Steventown,608.83,04:00:00,Much record above.
2309,Christopherberg,Brownfort,673.9,01:00:00,Growth relate good Republican blue exactly.
2310,Port Kathleenfurt,Lawsonstad,958.48,05:00:00,Thus continue country this prevent think nothing dog.
2311,New Micheal,West Annaton,625.91,02:00:00,Top true own culture expert.
2312,Gomezside,Nelsonport,914.68,04:00:00,Bit paper activity paper red behavior.
2313,Debraberg,Annettestad,651.38,04:00:00,Decide yourself might.
2314,East Lauraburgh,North Glennfurt,831.64,03:00:00,Tend per exist age.
2315,Churchfurt,South Michelle,106.98,02:00:00,Voice thousand from rather.
2316,South Jasmine,East Richard,445.7,02:00:00,When wife write shake teach TV describe.
2317,Port Shelly,Port Andrew,191.96,01:00:00,Direction bed foot part exactly.
2318,South Johnnybury,Gonzalezfort,270.7,01:00:00,Gas teach politics increase institution amount guess.
2319,East Kaitlin,West Shannon,554.22,04:00:00,Loss learn they issue country before name south.
2320,Wrightview,New Keithside,311.6,02:00:00,Chance focus show speak.
2321,West Philipberg,East Jessica,370.57,02:00:00,Find information understand win city large cost.
2322,Brandyview,New Kristinaville,136.64,04:00:00,Too since away management plant pressure senior.
2323,Lake Timothy,Lake Christinaville,790.31,03:00:00,Theory whom class give use firm.
2324,East Michaeltown,Starkton,544.96,01:00:00,Start without part.
2325,Kevinville,Lake Matthewberg,102.15,01:00:00,Remain floor dinner wind alone view.
2326,Andreberg,Lake Alexandraburgh,801.96,02:00:00,About current well lay same church.
2327,West Samanthashire,Lake Nicholasmouth,634.0,03:00:00,Magazine dream another.
2328,Lucasshire,Dianafurt,478.35,03:00:00,Democrat type list economic these huge.
2329,South Jamesport,Jessicaburgh,313.89,04:00:00,Base first goal quality college budget.
2330,Lake Lauren,New Jose,688.88,04:00:00,Play bag employee.
2331,Lake Bethton,North Catherine,323.34,03:00:00,Production card minute night.
2332,South Davidport,West Ricky,628.31,05:00:00,Gun miss Congress who analysis.
2333,East Markburgh,East Christianmouth,336.02,05:00:00,Nation miss many.
2334,Torresview,Jacobsfort,447.86,04:00:00,Election claim oil practice.
2335,West Beckyport,South Davidport,358.65,01:00:00,Few season hold own red performance discover chance.
2336,Port Bettyfort,Contrerasborough,237.3,05:00:00,Amount knowledge serious.
2337,Porterport,East Martin,602.19,02:00:00,Per response far clear.
2338,Lake Sheila,Lake Adam,767.95,03:00:00,Store model strategy response almost.
2339,Lake Joseph,Port Ralph,315.05,02:00:00,Risk figure study condition performance involve practice time.
2340,Rodriguezstad,East Donnaborough,155.94,01:00:00,Individual whether safe wall.
2341,Davidfort,South Carlos,137.16,03:00:00,Visit power PM draw history happy year.
2342,Smithshire,Robertsmouth,657.02,01:00:00,Few visit foot interesting example.
2343,Greenfurt,Port Alison,373.92,04:00:00,Much board tell serious decade measure.
2344,West Danny,Huntermouth,391.91,05:00:00,Nice although would.
2345,Stacyview,Robertside,894.97,04:00:00,What require executive know choice.
2346,Allenfort,New Patriciamouth,987.98,01:00:00,Garden would ago voice far onto.
2347,Emilyland,East Lisa,482.99,03:00:00,Knowledge understand edge too.
2348,West Matthewport,South Maryfurt,235.38,04:00:00,Although arrive writer still matter along.
2349,North Amy,Cohenburgh,718.6,03:00:00,Through their truth own whose.
2350,Port Amanda,New Micheal,277.42,04:00:00,Be claim professional fill involve ready heavy soon.
2351,Matthewville,Ewingberg,637.77,04:00:00,Perhaps easy each hot.
2352,Lake Kyle,New Jasonport,345.94,05:00:00,Whole community its professor speak.
2353,West Francis,North Charles,501.78,04:00:00,Visit top another.
2354,Arnoldfort,Charlesmouth,700.9,03:00:00,Lead property office station.
2355,East Christinachester,Myersfurt,230.75,03:00:00,Herself move only detail soon message daughter.
2356,Carrieborough,Woodtown,270.68,04:00:00,Both appear attention available bill hard culture.
2357,South David,Robertborough,675.67,02:00:00,First war health accept wide.
2358,Port Traviston,Fullerchester,776.77,01:00:00,Think president special girl they.
2359,East Angela,New Kevinborough,341.98,03:00:00,Republican different yard summer trouble.
2360,Lake Kimberly,Adamsmouth,520.13,02:00:00,Writer turn financial high able.
2361,South Crystal,Elliotthaven,668.47,04:00:00,Its human set suggest myself television.
2362,Youngport,Whitneybury,252.32,05:00:00,Low board half body.
2363,Port Michael,New Jackie,508.36,01:00:00,Author speak week least.
2364,North Jonathan,Port Jasonborough,528.11,05:00:00,News side thought.
2365,Port Stephaniestad,Hernandezville,492.55,03:00:00,Check message message bag agency large.
2366,Jessicamouth,Lake Matthewport,673.84,04:00:00,Lot own standard begin property choose next century.
2367,Ashleyberg,West Stephanie,473.89,04:00:00,Audience cell of listen worker six pull.
2368,Youngchester,Jasonside,486.96,04:00:00,Pattern art worry family join current loss total.
2369,Webermouth,Ryanshire,795.85,02:00:00,Thing lot exist interview.
2370,Stevenberg,Alexshire,727.16,01:00:00,Color American why.
2371,New Samanthaburgh,Tammiefort,491.71,05:00:00,Interesting realize federal recent say option.
2372,Patrickmouth,Jacobmouth,923.25,02:00:00,Near whom crime message today mean.
2373,Nicolefort,Thomasside,337.83,03:00:00,Individual always meet staff recognize scientist according.
2374,Lake Ryantown,Henrytown,925.06,03:00:00,Bad top direction official physical size cold.
2375,Douglaston,Rubenfort,678.2,03:00:00,And couple sing likely whether remember miss.
2376,Reedfort,Lake Michaelhaven,353.34,05:00:00,Perform heart minute stage performance.
2377,New Stephanie,New Brittanyton,636.44,01:00:00,Section discussion term manager message their position.
2378,East Andreaport,Port Alexandermouth,964.85,01:00:00,Sit appear country low tend.
2379,Gardnerfort,Jenniferhaven,325.68,03:00:00,Newspaper newspaper guess finally bring operation call.
2380,Ashleyberg,East Robert,822.18,01:00:00,President movie enter might.
2381,Wangfurt,Melissamouth,541.41,01:00:00,Might yet car indeed her.
2382,Fernandezbury,Doylestad,931.52,04:00:00,Gun with way age rock season direction.
2383,Danielstad,Lake Paul,169.17,01:00:00,Young let yet anyone.
2384,East Daisyside,Brookshaven,135.31,05:00:00,Course already close education doctor concern trip.
2385,East Ericborough,Hardinghaven,621.19,05:00:00,Job because father them easy.
2386,East Sara,East Tiffanyside,660.1,04:00:00,Happy affect begin century.
2387,West Derrick,Port James,487.24,04:00:00,Consider would weight trouble son.
2388,West Erinton,Port Antonioburgh,208.46,03:00:00,Way bit between kind.
2389,West Johnborough,Lake Andrew,505.03,05:00:00,Significant change class left.
2390,Port Sonia,Lake Andrewbury,955.11,05:00:00,Building case discussion a before can.
2391,Lake Lisa,Williamsville,529.02,03:00:00,Somebody close center establish what also.
2392,East David,East Michael,787.58,04:00:00,Sometimes within dog poor yet school quality.
2393,West Alan,North Brianaberg,970.79,05:00:00,Card bed history yet hard industry do.
2394,South Charles,North Susanbury,761.49,01:00:00,Change certainly among adult total.
2395,Lake Rodneychester,Danielview,577.49,01:00:00,Feeling now project.
2396,Murphyville,South Victoriaville,514.13,02:00:00,Night stuff between southern.
2397,Port Crystalland,South Heatherhaven,451.73,04:00:00,Floor career usually wish.
2398,Griffithland,Robertoberg,490.35,01:00:00,Garden relate she yard idea class bad.
2399,Skinnerfort,Smithshire,203.07,02:00:00,List resource send house road time.
2400,Wilsonville,West Kristaburgh,248.46,03:00:00,Great executive himself.
2401,Port Allen,Michellehaven,646.02,01:00:00,Conference move fish least prevent.
2402,Jonesburgh,West Thomas,722.32,02:00:00,Break stock decide.
2403,Larryton,Flowersshire,340.51,01:00:00,Few figure science type.
2404,North Warrenborough,Brownmouth,788.11,03:00:00,Improve hot parent take field.
2405,North David,Rogersstad,470.86,04:00:00,Organization draw third news.
2406,Garrettburgh,Gibsonview,510.08,04:00:00,Thought day crime.
2407,Matthewburgh,Morafurt,178.73,03:00:00,Include who religious among.
2408,South Davidtown,Davidview,129.72,05:00:00,Deep shoulder fill.
2409,Onealfurt,Smithtown,799.25,05:00:00,Class budget choice put to speak rest.
2410,Dodsonview,Lake Deborah,906.9,04:00:00,Process poor physical reach side energy.
2411,Lake Robert,New Jessicaside,610.91,05:00:00,Sometimes occur room long when.
2412,Lake Amy,Lake Paula,853.35,03:00:00,Discuss how very opportunity bill author.
2413,Bradleyton,Michaelburgh,239.77,01:00:00,Student answer hundred place support easy.
2414,Lake Sarahhaven,West Andrea,606.57,03:00:00,Property pressure capital yourself military voice.
2415,Lake Dave,Lake Hannah,853.78,02:00:00,Full kid doctor cover their.
2416,West Debramouth,North Andreborough,851.65,01:00:00,Entire no member a ten radio international color.
2417,Freemanburgh,New Ashleyport,894.23,03:00:00,Condition trial role article mind.
2418,Nicolemouth,Scotthaven,882.59,05:00:00,Model red dog.
2419,South Ronald,West Sandratown,576.34,05:00:00,Your sense per read animal fear.
2420,Catherineland,North Kelseytown,488.86,01:00:00,Two only degree challenge trip high.
2421,Lake Andres,New Thomas,904.81,04:00:00,Republican turn about history table.
2422,Cunninghamfort,South Theodore,656.82,04:00:00,Yard science others wide assume consumer difficult.
2423,Webbberg,East Jonathan,919.88,03:00:00,Value group difference once this forward become.
2424,Kellerfurt,Javierfort,321.62,05:00:00,Wall bed there decade dream.
2425,Jasonberg,Davidstad,268.15,05:00:00,Move because must member any answer.
2426,Port Debbie,Brookstown,824.47,01:00:00,Return seven receive pay director participant end.
2427,Lisaville,East Michael,102.06,01:00:00,Maybe likely simple create list ground experience.
2428,Wongtown,South Laceymouth,374.07,03:00:00,Throw back serve be money girl travel off.
2429,Lake Michaelmouth,West Cameron,267.18,01:00:00,Able hair analysis employee order.
2430,Wendyview,Hayesmouth,372.71,02:00:00,Society treat wind account act range find.
2431,Jacksontown,New Michelle,650.53,05:00:00,Mention rest draw book TV lose rule.
2432,South Madisontown,Port Ellenberg,721.71,03:00:00,Establish certainly commercial car federal subject through everybody.
2433,Williamsburgh,Ryanfurt,248.49,04:00:00,End movement expert land.
2434,Owensmouth,Perryfort,974.09,02:00:00,Ever home reflect she.
2435,Guerreromouth,East Garyberg,202.93,05:00:00,Create close enter main half.
2436,New Matthew,New Alyssaport,424.21,05:00:00,Type reflect middle current throw.
2437,North Heidiborough,Rodriguezhaven,566.82,03:00:00,Contain lose difference beyond bag.
2438,West Christinamouth,Lopeztown,399.97,02:00:00,Audience leader own mention perhaps study.
2439,South Tiffanyfort,Robinsonbury,529.16,05:00:00,And simply sister respond reduce.
2440,Caitlinshire,South Curtisborough,199.18,01:00:00,Think yard six money practice.
2441,Hartton,Jaimeville,989.17,02:00:00,Firm area concern data middle him reach.
2442,Cruzview,Ronaldchester,631.12,03:00:00,Fast form every then civil.
2443,Port Vernon,Ortizmouth,884.33,05:00:00,Condition ready child threat up skin.
2444,Warnerbury,Lake Jameschester,640.65,04:00:00,Reality point especially.
2445,North Chasechester,Ortizmouth,488.42,03:00:00,Garden former hope green.
2446,West Allenside,Brandontown,560.49,03:00:00,Sister unit end me.
2447,Moorebury,South Heather,695.0,01:00:00,Name memory occur quickly per body sure.
2448,West Joelstad,South Glenn,721.56,02:00:00,Group since party whom sell relationship main.
2449,Kylemouth,Watsonbury,723.9,02:00:00,Black culture somebody page ten there.
2450,Traciemouth,Port Randallville,840.92,01:00:00,Peace suffer follow half TV loss detail.
2451,West Christopherstad,Port Susan,760.37,05:00:00,Determine western identify low size.
2452,South David,Lake Debbieview,454.67,02:00:00,Prove know sit.
2453,Johnborough,South Valerieside,373.94,02:00:00,Catch nor our explain resource.
2454,South Garyside,East Paul,261.48,02:00:00,Send activity investment base year dinner.
2455,South Annehaven,New Amberberg,224.53,02:00:00,Past worry pretty better defense nature forget.
2456,Cuevastown,Jorgemouth,597.99,04:00:00,Of for source nothing easy fine.
2457,Jessicaton,Lake Nathan,668.49,05:00:00,Claim until option much other none team interesting.
2458,Laurenstad,Nicholasberg,655.94,02:00:00,Foot decide deal analysis.
2459,New Calebport,East Dustinport,905.24,04:00:00,Movement some push rock old.
2460,South Jasontown,Stuartstad,667.06,03:00:00,Administration scene beat off since family part.
2461,Cantumouth,New Gerald,798.85,04:00:00,Do arm meeting Mrs stage reveal culture American.
2462,Lake Amandashire,West Taylor,209.87,01:00:00,Add order response some billion actually.
2463,Yangburgh,South Tyler,624.84,01:00:00,Sea most well a long seem visit.
2464,Port Jenna,New Richardstad,706.71,01:00:00,Door him between I ten and.
2465,New Lori,Johnstad,458.07,05:00:00,To religious car law final wear well she.
2466,Port Allenland,Warrenhaven,606.21,02:00:00,Reflect who shoulder defense book.
2467,South Jacqueline,North Dillon,956.7,05:00:00,Item common response over gas culture wife current.
2468,Cameronmouth,New Tashaburgh,834.62,03:00:00,Mean size politics him.
2469,Joneston,South Kimberlyview,629.88,02:00:00,Once speak force middle situation.
2470,Lake Jillburgh,Port Sheri,175.38,04:00:00,Vote choose understand name lose.
2471,East Erin,Gomezhaven,991.69,01:00:00,Itself wear beautiful pretty although research.
2472,Lake Heatherville,Cassandrachester,914.9,01:00:00,Usually cup everything knowledge several.
2473,East Luisstad,Hallborough,543.95,03:00:00,Away reveal page reach.
2474,Port Jonathanberg,West Mariaview,149.24,01:00:00,Fund program use call window.
2475,East John,North Jasonside,599.64,05:00:00,Wrong company religious since should than.
2476,Zacharyshire,Maxwellbury,318.79,03:00:00,Than enter think beautiful second mouth protect.
